DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysOfExposure,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
05/19/2020 12:00:00 AM,08/31/2020 12:00:00 AM,Cyberattack,05/15/2020 12:00:00 AM,05/17/2020 12:00:00 AM,Assured Imaging,10271,Ransomware,37702,Health,,2021,2021,"10,000-49,999",Jan-99,0,4,4,FALSE,2,2,FALSE,104,Jan-99
07/16/2020 12:00:00 AM,08/31/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Planned Parenthood Los Angeles,10272,Ransomware,1027,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,46,100-199
08-06-20 0:00,08/31/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,The Open Window School,10273,Ransomware,1929,Education,,2021,2021,"1,000-9,999",100-199,0,181,181,FALSE,103,78,FALSE,25,100-199
07/16/2020 12:00:00 AM,09-01-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,"Guide Dogs for the Blind, Inc.",10274,Ransomware,8169,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,47,100-199
08-07-20 0:00,09/14/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Children's Cancer Association,10275,Ransomware,1752,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,182,182,FALSE,103,79,FALSE,38,100-199
07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Jewish Family Service,10276,Ransomware,3204,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,60,100-199
08/18/2020 12:00:00 AM,09/15/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,American Heart Association,10277,Ransomware,7658,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,193,193,FALSE,103,90,FALSE,28,100-199
07/16/2020 12:00:00 AM,09-02-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Hamline University,10278,Ransomware,1066,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,48,100-199
08-03-20 0:00,09-02-20 0:00,Cyberattack,05/27/2020 12:00:00 AM,08-03-20 0:00,Nutranext,10279,Malware,580,Business,Consumable,2021,2021,500-999,Jan-99,0,68,68,TRUE,68,,TRUE,30,Jan-99
08-11-20 0:00,09-02-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,University of North Dakota Alumni Association and Foundation,10280,Ransomware,2687,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,186,186,FALSE,103,83,FALSE,22,100-199
07/16/2020 12:00:00 AM,09-02-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,University of Rhode Island Foundation,10281,Ransomware,500,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,FALSE,103,57,FALSE,48,100-199
08-05-20 0:00,09-02-20 0:00,Cyberattack,04/25/2020 12:00:00 AM,08-05-20 0:00,Warner Music Group,10282,Malware,3368,Business,Entertainment,2021,2021,"1,000-9,999",100-199,0,102,102,TRUE,102,,TRUE,28,100-199
07-11-20 0:00,09-03-20 0:00,Cyberattack,06/19/2020 12:00:00 AM,07-11-20 0:00,Live Auctioneers,10283,Malware,38523,Business,Other,2021,2021,"10,000-49,999",Jan-99,0,22,22,TRUE,22,,TRUE,54,Jan-99
08/19/2020 12:00:00 AM,09-03-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Olympic College Foundation,10284,Ransomware,25583,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,194,194,FALSE,103,91,FALSE,15,100-199
08/21/2020 12:00:00 AM,09-03-20 0:00,Unauthorized Access,07-10-20 0:00,07-10-20 0:00,"Osmose Utilities Services, Inc.",10285,,577,Business,Construction,2021,2021,500-999,Jan-99,0,42,42,FALSE,0,42,FALSE,13,0
07/16/2020 12:00:00 AM,09-03-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Polycystic Kidney Disease Foundation,10286,Ransomware,8052,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,49,100-199
01/15/2020 12:00:00 AM,09-04-20 0:00,Cyberattack,01-05-20 0:00,01-08-20 0:00,"Artech, L.L.C.",10287,Ransomware,1664,Business,Human Resources,2021,2021,"1,000-9,999",Jan-99,0,10,10,FALSE,3,7,FALSE,233,Jan-99
08-05-20 0:00,09-04-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Children's Home Society of Washington,10288,Ransomware,564,Non-Profit/Charity,,2021,2021,500-999,100-199,0,180,180,FALSE,103,77,FALSE,30,100-199
08-05-20 0:00,09-04-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Drake University,10289,Ransomware,1050,Education,,2021,2021,"1,000-9,999",100-199,0,180,180,FALSE,103,77,FALSE,30,100-199
08/14/2020 12:00:00 AM,09-04-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Hydrocephalus Association,10290,Ransomware,835,Non-Profit/Charity,,2021,2021,500-999,100-199,0,189,189,FALSE,103,86,FALSE,21,100-199
08/27/2020 12:00:00 AM,09-04-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Navy League of the United States,10291,Ransomware,1398,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,202,202,FALSE,103,99,FALSE,8,100-199
08-05-20 0:00,09-04-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Southern Adventist University,10292,Ransomware,1336,Education,,2021,2021,"1,000-9,999",100-199,0,180,180,FALSE,103,77,FALSE,30,100-199
07/16/2020 12:00:00 AM,09-07-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Operation Homefront,10293,Ransomware,5272,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,53,100-199
08-11-20 0:00,09-08-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Florida International University Foundation,10294,Ransomware,922,Education,,2021,2021,500-999,100-199,0,186,186,FALSE,103,83,FALSE,28,100-199
08-11-20 0:00,09-08-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,NOLS,10295,Ransomware,3049,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,186,186,FALSE,103,83,FALSE,28,100-199
11/17/2019 12:00:00 AM,09-11-20 0:00,Unauthorized Access,11-07-19 0:00,02-03-20 0:00,"CorePower Yoga, LLC",10296,,618,Business,Fitness,2021,2021,500-999,Jan-99,78,10,88,TRUE,88,,FALSE,299,Jan-99
07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,"AARP, Inc. & AARP Foundation",10297,Ransomware,248615,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,FALSE,103,57,FALSE,60,100-199
08/14/2020 12:00:00 AM,09-08-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Saybrook University,10298,Ransomware,935,Education,,2021,2021,500-999,100-199,0,189,189,FALSE,103,86,FALSE,25,100-199
08-11-20 0:00,09-08-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,The University of Notre Dame,10299,Ransomware,3209,Education,,2021,2021,"1,000-9,999",100-199,0,186,186,FALSE,103,83,FALSE,28,100-199
07/16/2020 12:00:00 AM,09-08-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Virginia Mason Medical Center,10300,Ransomware,227371,Health,,2021,2021,"50,000-999,999",100-199,0,160,160,FALSE,103,57,FALSE,54,100-199
07/16/2020 12:00:00 AM,09-08-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Pacific University Oregon,10301,Ransomware,9196,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,54,100-199
08-10-20 0:00,09-09-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Inova Health System,10302,Ransomware,2470,Health,,2021,2021,"1,000-9,999",100-199,0,185,185,FALSE,103,82,FALSE,30,100-199
07/16/2020 12:00:00 AM,09-09-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,KidsQuest Children's Museum,10303,Ransomware,57024,Non-Profit/Charity,,2021,2021,"50,000-999,999",100-199,0,160,160,FALSE,103,57,FALSE,55,100-199
,09-11-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,YouthCare,10304,Ransomware,3410,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,103,,FALSE,,100-199
,09/15/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,American Medical Association Foundation,10307,Ransomware,1369,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,103,,FALSE,,100-199
08/14/2020 12:00:00 AM,09/17/2020 12:00:00 AM,Cyberattack,07/14/2019 12:00:00 AM,06/30/2020 12:00:00 AM,Greenworks Tools,10308,Malware,679,Business,Retail,2021,2021,500-999,300-399,0,397,397,FALSE,352,45,FALSE,34,300-399
,09/17/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Tidewater Community College Education Foundation,10310,Ransomware,1029,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,103,,FALSE,,100-199
09-09-20 0:00,09/17/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Western Washington University Foundation,10311,Ransomware,165000,Education,,2021,2021,"50,000-999,999",200-299,0,215,215,FALSE,103,112,FALSE,8,100-199
07/16/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Ball State University Foundation,10312,Ransomware,755,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,FALSE,103,57,FALSE,64,100-199
08/21/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,04/26/2020 12:00:00 AM,08-03-20 0:00,"FabFitFun, Inc.",10313,Malware,11094,Business,Retail,2021,2021,"10,000-49,999",100-199,0,117,117,FALSE,99,18,FALSE,28,Jan-99
12/21/2020 12:00:00 AM,02-10-21 0:00,Cyberattack,,,"City of Ellensburg, Washington",10314,Ransomware,8523,Government,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,51,Unknown
07/16/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Homeward Pet Adoption Center,10315,Ransomware,36050,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,FALSE,103,57,FALSE,64,100-199
08/20/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Joslin Diabetes Center,10316,Ransomware,1212,Health,,2021,2021,"1,000-9,999",100-199,0,195,195,FALSE,103,92,FALSE,29,100-199
07/16/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Minnesota State University Mankato Foundation,10317,Ransomware,1134,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,64,100-199
08/20/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Theft or Mistake,08/20/2020 12:00:00 AM,,St. Hubert's Church,10318,,657,Non-Profit/Charity,,2021,2021,500-999,Unknown,,0,,FALSE,,,FALSE,29,Unknown
07/30/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Theft or Mistake,07/30/2020 12:00:00 AM,,U.S. Bank,10319,,1292,Finance,,2021,2021,"1,000-9,999",Unknown,,0,,FALSE,,,FALSE,50,Unknown
07/17/2020 12:00:00 AM,09/23/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Point Loma Nazarene University,10320,Ransomware,1967,Education,,2021,2021,"1,000-9,999",100-199,0,161,161,FALSE,103,58,FALSE,68,100-199
09/17/2020 12:00:00 AM,09/25/2020 12:00:00 AM,Cyberattack,07/14/2020 12:00:00 AM,07/19/2020 12:00:00 AM,Bayley Construction,10321,Ransomware,938,Business,Construction,2021,2021,500-999,Jan-99,0,65,65,FALSE,5,60,FALSE,8,Jan-99
08/30/2020 12:00:00 AM,09/28/2020 12:00:00 AM,Theft or Mistake,08/30/2020 12:00:00 AM,,5th Avenue Theatre Association,10323,,3468,Non-Profit/Charity,,2021,2021,"1,000-9,999",Unknown,,0,,FALSE,,,FALSE,29,Unknown
07/16/2020 12:00:00 AM,09/28/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Mary's Place,10324,Ransomware,10000,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,FALSE,103,57,FALSE,74,100-199
08/20/2020 12:00:00 AM,09/29/2020 12:00:00 AM,Cyberattack,03/30/2020 12:00:00 AM,05/14/2020 12:00:00 AM,"CBD Industries, LLC",10326,Malware,1088,Business,Consumable,2021,2021,"1,000-9,999",100-199,0,143,143,FALSE,45,98,FALSE,40,Jan-99
07-10-20 0:00,09/29/2020 12:00:00 AM,Unauthorized Access,,,"Spire Hospitality, LLC",10327,,516,Business,Hospitality,2021,2021,500-999,Unknown,,,,FALSE,,,FALSE,81,Unknown
,09/30/2020 12:00:00 AM,Cyberattack,02-01-20 0:00,08/31/2020 12:00:00 AM,Made in Oregon,10328,,537,Business,Retail,2021,2021,500-999,Unknown,,,,FALSE,212,,FALSE,,200-299
05-01-20 0:00,09/30/2020 12:00:00 AM,Cyberattack,,,"Northwest Eye Surgeons, P.C. and Sight Partners LLC",10329,Ransomware,6809,Health,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,152,Unknown
09-08-20 0:00,09/30/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,World Relief,10330,Ransomware,734,Non-Profit/Charity,,2021,2021,500-999,200-299,0,214,214,FALSE,103,111,FALSE,22,100-199
,10-01-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Gallaudet University,10331,Ransomware,1195,Education,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,103,,FALSE,,100-199
08/28/2020 12:00:00 AM,10-02-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,"Farm Sanctuary, Inc.",10332,Ransomware,1065,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,203,203,FALSE,103,100,FALSE,35,100-199
09/18/2020 12:00:00 AM,10-06-20 0:00,Unauthorized Access,,,Gymshark Limited,10333,,59769,Business,Clothing,2021,2021,"50,000-999,999",Unknown,,,,FALSE,,,FALSE,18,Unknown
09/24/2020 12:00:00 AM,10-12-20 0:00,Cyberattack,09/14/2020 12:00:00 AM,09/24/2020 12:00:00 AM,Evergreen Public Schools,10334,,3585,Education,,2021,2021,"1,000-9,999",Jan-99,0,10,10,TRUE,10,,TRUE,18,Jan-99
09/14/2020 12:00:00 AM,10-12-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,ZERO - The End of Prostate Cancer,10335,Ransomware,1139,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,220,220,FALSE,103,117,FALSE,28,100-199
07-01-20 0:00,10-12-20 0:00,Cyberattack,06/24/2020 12:00:00 AM,07-01-20 0:00,EyeMed Vision Care LLC,10338,Phishing,19625,Health,,2021,2021,"10,000-49,999",Jan-99,0,7,7,TRUE,7,,TRUE,103,Jan-99
07/16/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Forest Ridge School of the Sacred Heart,10339,Ransomware,555,Education,,2021,2021,500-999,100-199,0,160,160,FALSE,103,57,FALSE,89,100-199
09/14/2020 12:00:00 AM,10/15/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,"University of Nevada, Reno",10340,Ransomware,3361,Education,,2021,2021,"1,000-9,999",200-299,0,220,220,FALSE,103,117,FALSE,31,100-199
08/31/2020 12:00:00 AM,10/16/2020 12:00:00 AM,Theft or Mistake,08/29/2020 12:00:00 AM,08/30/2020 12:00:00 AM,The Health & Wellness Clinic,10341,,889,Health,,2021,2021,500-999,Jan-99,0,2,2,FALSE,1,1,FALSE,46,Jan-99
09/18/2020 12:00:00 AM,10/16/2020 12:00:00 AM,Theft or Mistake,09/18/2020 12:00:00 AM,09/18/2020 12:00:00 AM,"Wyndham Capital Mortgage, Inc.",10342,,569,Finance,,2021,2021,500-999,0,0,0,0,TRUE,0,,TRUE,28,0
07/16/2020 12:00:00 AM,10/21/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Carroll College,10343,Ransomware,2166,Education,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,97,100-199
09/24/2020 12:00:00 AM,10/21/2020 12:00:00 AM,Cyberattack,,09/24/2020 12:00:00 AM,Sam's Club,10344,Other,771,Business,Retail,2021,2021,500-999,Unknown,0,,,TRUE,,,TRUE,27,Unknown
09-10-20 0:00,10/22/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,"University of Nevada, Las Vegas Foundation",10345,Ransomware,2563,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,216,216,FALSE,103,113,FALSE,42,100-199
09/27/2020 12:00:00 AM,10/25/2020 12:00:00 AM,Theft or Mistake,09/27/2020 12:00:00 AM,,"Hi-Line Ranch, Harris Farms, Cherry River Farms",10346,,852,Business,Other,2021,2021,500-999,Unknown,,0,,FALSE,,,FALSE,28,Unknown
05/31/2020 12:00:00 AM,10/27/2020 12:00:00 AM,Cyberattack,,,"Ascend Clinical, LLC",10347,Phishing,1959,Health,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,149,Unknown
08/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,Cyberattack,08-09-20 0:00,08-09-20 0:00,Luxottica of America Inc.,10348,,12166,Business,Accessories,2021,2021,"10,000-49,999",Jan-99,0,19,19,FALSE,0,19,FALSE,60,0
07/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,Unauthorized Access,02/21/2020 12:00:00 AM,07/28/2020 12:00:00 AM,"TrueFire, LLC",10349,,2633,Business,Manufacturing,2021,2021,"1,000-9,999",100-199,0,158,158,TRUE,158,,TRUE,91,100-199
07-06-20 0:00,10/28/2020 12:00:00 AM,Cyberattack,01-01-20 0:00,07/17/2020 12:00:00 AM,"JM Bullion, Inc.",10350,Malware,882,Business,Retail,2021,2021,500-999,100-199,11,187,198,TRUE,198,,FALSE,114,100-199
07/16/2020 12:00:00 AM,10/29/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Feed the Children,10351,Ransomware,21257,Non-Profit/Charity,,2021,2021,"10,000-49,999",100-199,0,160,160,FALSE,103,57,FALSE,105,100-199
08/30/2020 12:00:00 AM,10/29/2020 12:00:00 AM,Cyberattack,,,MK Periodontics and Implants,10353,Ransomware,8000,Health,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,60,Unknown
07/24/2020 12:00:00 AM,11-04-20 0:00,Unauthorized Access,,,Amtrak,10354,,1208,Business,Transportation,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,103,Unknown
09/16/2020 12:00:00 AM,11-05-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Green America,10355,Ransomware,1127,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,222,222,FALSE,103,119,FALSE,50,100-199
11/29/2020 12:00:00 AM,01/29/2021 12:00:00 AM,Cyberattack,05-06-19 0:00,05/15/2019 12:00:00 AM,Grays Harbor Community Hospital,10356,Ransomware,4984,Health,,2021,2021,"1,000-9,999",500+,0,573,573,FALSE,9,564,FALSE,61,Jan-99
08/19/2020 12:00:00 AM,02-01-21 0:00,Cyberattack,08-06-20 0:00,,Gonzaga University,10357,Phishing,8041,Education,,2021,2021,"1,000-9,999",Unknown,,13,,FALSE,,,FALSE,166,Unknown
05-01-20 0:00,11-10-20 0:00,Unauthorized Access,03-02-20 0:00,03-03-20 0:00,Woodruff Sawyer & Co.,10359,,2393,Finance,,2021,2021,"1,000-9,999",Jan-99,0,60,60,FALSE,1,59,FALSE,193,Jan-99
07/24/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Georgia Southern University,10360,Ransomware,552,Education,,2021,2021,500-999,100-199,0,168,168,FALSE,103,65,FALSE,112,100-199
08/23/2020 12:00:00 AM,11/18/2020 12:00:00 AM,Cyberattack,07-11-20 0:00,08/23/2020 12:00:00 AM,"Windstream Holdings II, LLC",10361,,643,Business,Telecommunications,2021,2021,500-999,Jan-99,0,43,43,TRUE,43,,TRUE,87,Jan-99
10/24/2020 12:00:00 AM,11/20/2020 12:00:00 AM,Cyberattack,10/21/2020 12:00:00 AM,10/25/2020 12:00:00 AM,"Senior Operations, LLC (Senior Aerospace AMT & Damar AeroSystems)",10362,Ransomware,2543,Business,Manufacturing,2021,2021,"1,000-9,999",Jan-99,1,3,4,TRUE,4,,FALSE,27,Jan-99
10/14/2020 12:00:00 AM,12-01-20 0:00,Cyberattack,,,Matson Navigation Company,10363,,2991,Business,Shipping,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,48,Unknown
11-11-20 0:00,12-01-20 0:00,Cyberattack,11-04-20 0:00,11/19/2020 12:00:00 AM,Stride Inc.,10364,Ransomware,742,Business,Other,2021,2021,500-999,Jan-99,8,7,15,TRUE,15,,FALSE,20,Jan-99
10/25/2020 12:00:00 AM,12-04-20 0:00,Cyberattack,09/28/2020 12:00:00 AM,10/25/2020 12:00:00 AM,"USNR, LLC",10365,Ransomware,1368,Business,Manufacturing,2021,2021,"1,000-9,999",Jan-99,0,27,27,TRUE,27,,TRUE,40,Jan-99
05-01-20 0:00,12-09-20 0:00,Cyberattack,,,City University of Seattle,10366,,1097,Education,,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,222,Unknown
07/16/2020 12:00:00 AM,12-10-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Oklahoma State University Foundation,10367,Ransomware,1334,Non-Profit/Charity,,2021,2021,"1,000-9,999",100-199,0,160,160,FALSE,103,57,FALSE,147,100-199
11-12-20 0:00,12-11-20 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Fairfield University,10368,Ransomware,505,Education,,2021,2021,500-999,200-299,0,279,279,FALSE,103,176,FALSE,29,100-199
09/28/2020 12:00:00 AM,12/16/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Kappa Delta Foundation,10369,Ransomware,1508,Non-Profit/Charity,,2021,2021,"1,000-9,999",200-299,0,234,234,FALSE,103,131,FALSE,79,100-199
06/19/2020 12:00:00 AM,12/16/2020 12:00:00 AM,Cyberattack,06/17/2020 12:00:00 AM,06/22/2020 12:00:00 AM,"MEDNAX Services, Inc.",10370,Phishing,29861,Health,,2021,2021,"10,000-49,999",Jan-99,3,2,5,TRUE,5,,FALSE,180,Jan-99
11-06-20 0:00,12/16/2020 12:00:00 AM,Cyberattack,05/13/2018 12:00:00 AM,11/24/2020 12:00:00 AM,Paysafe Group Holdings Limited,10371,,1877,Business,Other,2021,2021,"1,000-9,999",500+,18,908,926,TRUE,926,,FALSE,40,500+
09/14/2020 12:00:00 AM,12/18/2020 12:00:00 AM,Unauthorized Access,11-11-19 0:00,12-09-19 0:00,Benton County of Washington,10372,,820,Government,,2021,2021,500-999,300-399,0,308,308,FALSE,28,280,FALSE,95,Jan-99
11-12-20 0:00,12/18/2020 12:00:00 AM,Cyberattack,03-10-20 0:00,11-12-20 0:00,Washington State Bar Association,10373,Malware,4051,Government,,2021,2021,"1,000-9,999",200-299,0,247,247,TRUE,247,,TRUE,36,200-299
11/23/2020 12:00:00 AM,12/22/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Cedarville University,10374,Ransomware,1706,Education,,2021,2021,"1,000-9,999",200-299,0,290,290,FALSE,103,187,FALSE,29,100-199
12-02-20 0:00,12/23/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Bucknell University,10375,Ransomware,710,Education,,2021,2021,500-999,200-299,0,299,299,FALSE,103,196,FALSE,21,100-199
09/29/2020 12:00:00 AM,12/23/2020 12:00:00 AM,Cyberattack,10-01-19 0:00,08/20/2020 12:00:00 AM,"Metabolic Maintenance Products, Inc.",10376,Malware,709,Business,Consumable,2021,2021,500-999,300-399,0,364,364,FALSE,324,40,FALSE,85,300-399
11-11-20 0:00,12/23/2020 12:00:00 AM,Cyberattack,,,"Tree Top, Inc.",10377,Ransomware,9721,Business,Consumable,2021,2021,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,42,Unknown
12-02-20 0:00,12/28/2020 12:00:00 AM,Theft or Mistake,11/30/2020 12:00:00 AM,,Prime Therapeutics,10378,,897,Health,,2021,2021,500-999,Unknown,,2,,FALSE,,,FALSE,26,Unknown
07/16/2020 12:00:00 AM,12/28/2020 12:00:00 AM,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,"Pulmonary Hypertension Association, Inc.",10379,Ransomware,722,Non-Profit/Charity,,2021,2021,500-999,100-199,0,160,160,FALSE,103,57,FALSE,165,100-199
10/20/2020 12:00:00 AM,12/31/2020 12:00:00 AM,Cyberattack,10/20/2020 12:00:00 AM,,"Life Quotes, Inc.",10380,Ransomware,626,Finance,,2021,2021,500-999,Unknown,,0,,FALSE,,,FALSE,72,Unknown
12-12-20 0:00,01-04-21 0:00,Cyberattack,12-12-20 0:00,12/26/2020 12:00:00 AM,"Peter Pan Seafoods, Inc.",10381,Ransomware,1661,Business,Consumable,2021,2021,"1,000-9,999",Jan-99,14,0,14,TRUE,14,,FALSE,23,Jan-99
09/29/2020 12:00:00 AM,01-05-21 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Grinnell College,10382,Ransomware,2465,Education,,2021,2021,"1,000-9,999",200-299,0,235,235,FALSE,103,132,FALSE,98,100-199
12-09-20 0:00,01-08-21 0:00,Cyberattack,02-07-20 0:00,05/20/2020 12:00:00 AM,Convoy of Hope,10383,Ransomware,1017,Non-Profit/Charity,,2021,2021,"1,000-9,999",300-399,0,306,306,FALSE,103,203,FALSE,30,100-199
07/16/2020 12:00:00 AM,01-08-21 0:00,Cyberattack,06/17/2020 12:00:00 AM,06/22/2020 12:00:00 AM,North American Partners in Anesthesia,10384,Phishing,505,Health,,2021,2021,500-999,Jan-99,0,29,29,FALSE,5,24,FALSE,176,Jan-99
